AZ,2025,2,728.38
AZ,2025,3,728.41
CA,1975,1,41.66
CA,1975,2,42.78
CA,1975,3,44.36
CA,1975,4,45.76
CA,1976,1,47.83
CA,1976,2,50.3
CA,1976,3,53.57
CA,1976,4,55.58
CA,1977,1,58.05
CA,1977,2,63.02
CA,1977,3,67.97
CA,1977,4,70.68
CA,1978,1,73.24
CA,1978,2,76.0
CA,1978,3,78.63
CA,1978,4,81.81
CA,1979,1,84.88
CA,1979,2,88.7
CA,1979,3,93.13
CA,1979,4,96.37
CA,1980,1,100.0
CA,1980,2,102.82
CA,1980,3,106.53
CA,1980,4,108.37
CA,1981,1,110.52
CA,1981,2,112.84
CA,1981,3,116.28
CA,1981,4,117.56
CA,1982,1,104.06
CA,1982,2,107.32
CA,1982,3,104.73
CA,1982,4,115.84
CA,1983,1,116.75
CA,1983,2,117.45
CA,1983,3,117.21
CA,1983,4,117.68
CA,1984,1,119.46
CA,1984,2,120.08
CA,1984,3,121.66
CA,1984,4,122.75
CA,1985,1,124.49
CA,1985,2,126.26
CA,1985,3,129.14
CA,1985,4,130.52
CA,1986,1,132.23
CA,1986,2,134.75
CA,1986,3,137.71
CA,1986,4,141.07
CA,1987,1,144.69
CA,1987,2,148.23
CA,1987,3,152.89
CA,1987,4,157.19
CA,1988,1,162.96
CA,1988,2,169.66
CA,1988,3,177.69
CA,1988,4,187.4
CA,1989,1,196.15
CA,1989,2,205.83
CA,1989,3,217.74
CA,1989,4,224.59
CA,1990,1,227.34
CA,1990,2,228.11
CA,1990,3,230.0
CA,1990,4,228.5
CA,1991,1,228.43
CA,1991,2,227.02
CA,1991,3,227.02
CA,1991,4,228.67
CA,1992,1,227.48
CA,1992,2,225.12
CA,1992,3,224.69
CA,1992,4,222.59
CA,1993,1,219.15
CA,1993,2,217.28
CA,1993,3,215.42
CA,1993,4,214.14
CA,1994,1,212.02
CA,1994,2,206.9
CA,1994,3,203.85
CA,1994,4,200.96
CA,1995,1,199.62
CA,1995,2,201.52
CA,1995,3,203.85
CA,1995,4,203.52
CA,1996,1,203.5
CA,1996,2,200.91
CA,1996,3,200.53
CA,1996,4,201.57
CA,1997,1,202.51
CA,1997,2,204.56
CA,1997,3,208.59
CA,1997,4,212.24
CA,1998,1,216.88
CA,1998,2,221.59
CA,1998,3,227.45
CA,1998,4,231.83
CA,1999,1,235.33
CA,1999,2,239.32
CA,1999,3,244.8
CA,1999,4,250.0
CA,2000,1,260.86
CA,2000,2,267.88
CA,2000,3,276.87
CA,2000,4,285.42
CA,2001,1,296.46
CA,2001,2,305.52
CA,2001,3,311.94
CA,2001,4,316.32
CA,2002,1,324.77
CA,2002,2,335.79
CA,2002,3,348.43
CA,2002,4,358.62
CA,2003,1,366.91
CA,2003,2,373.78
CA,2003,3,386.44
CA,2003,4,411.13
CA,2004,1,424.4
CA,2004,2,450.99
CA,2004,3,496.81
CA,2004,4,515.92
CA,2005,1,538.5
CA,2005,2,570.06
CA,2005,3,598.52
CA,2005,4,625.25
CA,2006,1,638.29
CA,2006,2,644.12
CA,2006,3,646.22
CA,2006,4,642.51
CA,2007,1,633.71
CA,2007,2,623.07
CA,2007,3,599.85
CA,2007,4,575.26
CA,2008,1,543.03
CA,2008,2,498.14
CA,2008,3,460.31
CA,2008,4,444.43
CA,2009,1,440.43
CA,2009,2,420.31
CA,2009,3,411.04
CA,2009,4,412.32
CA,2010,1,409.28
CA,2010,2,408.03
CA,2010,3,410.28
CA,2010,4,405.77
CA,2011,1,391.24
CA,2011,2,384.94
CA,2011,3,386.55
CA,2011,4,385.37
CA,2012,1,381.06
CA,2012,2,381.7
CA,2012,3,390.63
CA,2012,4,398.91
CA,2013,1,407.32
CA,2013,2,426.02
CA,2013,3,446.99
CA,2013,4,461.78
CA,2014,1,471.42
CA,2014,2,484.19
CA,2014,3,494.31
CA,2014,4,499.92
CA,2015,1,505.17
CA,2015,2,516.47
CA,2015,3,529.66
CA,2015,4,536.96
CA,2016,1,543.99
CA,2016,2,553.64
CA,2016,3,565.75
CA,2016,4,572.56
CA,2017,1,578.5
CA,2017,2,590.51
CA,2017,3,602.3
CA,2017,4,610.9
CA,2018,1,621.34
CA,2018,2,633.21
CA,2018,3,641.2
CA,2018,4,641.11
CA,2019,1,645.3
CA,2019,2,651.87
CA,2019,3,658.78
CA,2019,4,663.06
CA,2020,1,669.32
CA,2020,2,677.0
CA,2020,3,684.92
CA,2020,4,699.09
CA,2021,1,718.67
CA,2021,2,761.32
CA,2021,3,800.98
CA,2021,4,833.44
CA,2022,1,867.2
CA,2022,2,920.16
CA,2022,3,914.21
CA,2022,4,889.33
CA,2023,1,886.69
CA,2023,2,908.34
CA,2023,3,919.32
CA,2023,4,920.96
CA,2024,1,935.96
CA,2024,2,950.84
CA,2024,3,959.95
CA,2024,4,964.03
CA,2025,1,965.79
CA,2025,2,973.48
CA,2025,3,970.22
CO,1975,1,54.56
CO,1975,2,54.58
CO,1975,3,55.2
CO,1975,4,54.69
CO,1976,1,55.06
CO,1976,2,59.89
CO,1976,3,60.07
CO,1976,4,62.18
CO,1977,1,64.82
CO,1977,2,65.54
CO,1977,3,69.21
CO,1977,4,72.92
CO,1978,1,76.02
CO,1978,2,79.95
CO,1978,3,83.92
CO,1978,4,87.38
CO,1979,1,91.53
CO,1979,2,94.45
CO,1979,3,97.63
CO,1979,4,99.32
