state,year,suicide_rate,hpi_growth,log_suicide
TX,2010,11.8,-0.3629682738842121,2.468099531471619
TX,2011,11.5,-1.0209129750393453,2.4423470353692043
TX,2012,11.9,2.267357324609232,2.476538400117484
TX,2013,11.7,5.469409517039137,2.4595888418037104
TX,2014,12.2,7.393209200438111,2.501435951739211
TX,2015,12.5,7.092142941199531,2.525728644308256
TX,2016,12.6,7.226841507637083,2.533696813957432
TX,2017,13.4,6.770513083282093,2.5952547069568657
TX,2018,13.4,5.227796263117468,2.5952547069568657
TX,2019,13.2,4.977196716327148,2.580216829592325
TX,2020,12.5,5.749123874069584,2.5257286443082556
TX,2021,13.0,19.949605609114805,2.5649493574615367
TX,2022,13.5,13.021737144944744,2.6026896854443837
UT,1999,14.0,,2.6390573296152584
UT,2000,14.7,2.9761904761904656,2.6878474937846906
UT,2001,15.5,3.6251032204789535,2.740840023925201
UT,2002,16.2,1.4184397163120588,2.785011242238338
UT,2003,15.4,1.017521804038668,2.734367509419584
UT,2004,17.2,5.176369929607594,2.8449093838194077
UT,2005,15.4,12.568407040378649,2.734367509419584
UT,2006,16.0,16.808461715336854,2.772588722239781
UT,2007,15.8,7.736220472440936,2.760009940032921
UT,2008,15.9,-5.058599357886773,2.766319109226186
UT,2009,17.9,-9.680257333736575,2.884800712846709
UT,2010,18.3,-2.581273590648958,2.9069010598473755
UT,2011,19.4,-4.396325459317585,2.9652730660692823
UT,2012,21.0,3.1310259175736155,3.044522437723423
UT,2013,21.4,7.428299794010451,3.0633909220278057
UT,2014,20.5,4.879199976400472,3.0204248861443626
UT,2015,22.4,6.109189097966428,3.109060958860994
UT,2016,21.8,7.374420145791904,3.0819099697950434
UT,2017,22.7,9.05769373194756,3.122364924487357
UT,2018,22.0,9.079590727997111,3.091042453358316
UT,2019,21.4,7.0309419552991415,3.0633909220278057
UT,2020,21.2,9.322346097915668,3.054001181677967
UT,2021,21.8,27.588102796942326,3.0819099697950434
UT,2022,22.0,8.497595151380356,3.091042453358316
VA,1999,11.2,,2.4159137783010487
VA,2000,10.8,7.428115015974424,2.379546134130174
VA,2001,11.0,8.719537381247422,2.3978952727983707
VA,2002,10.9,8.981421678507662,2.388762789235098
VA,2003,10.9,9.918075649294057,2.388762789235098
VA,2004,10.9,17.218522042499185,2.388762789235098
VA,2005,11.2,18.366297789442363,2.4159137783010487
VA,2006,11.1,6.290717077742469,2.4069451083182885
VA,2007,11.1,-0.830125379040414,2.4069451083182885
VA,2008,11.8,-6.785505172077288,2.468099531471619
VA,2009,11.7,-5.011166945840307,2.4595888418037104
VA,2010,11.7,-1.5405339211364222,2.4595888418037104
VA,2011,12.6,-2.0596502574562803,2.533696813957432
VA,2012,12.7,-0.1320702003911433,2.5416019934645457
VA,2013,12.5,0.9791205717046836,2.525728644308256
VA,2014,12.9,3.5108044124313675,2.5572273113676265
VA,2015,12.7,2.201946472019478,2.5416019934645457
VA,2016,13.2,2.859183430543988,2.580216829592325
VA,2017,13.4,2.8005369624589216,2.5952547069568657
VA,2018,14.0,2.8660842939481235,2.6390573296152584
VA,2019,14.0,5.016524765260799,2.6390573296152584
VA,2020,13.5,5.893999708217823,2.6026896854443837
VA,2021,14.2,14.38131039776418,2.653241964607215
VA,2022,14.5,10.773281024158576,2.6741486494265287
VT,1999,10.3,,2.33214389523559
VT,2000,12.3,7.986267217067877,2.509599262378372
VT,2001,11.4,7.520532909428113,2.4336133554004498
VT,2002,14.3,7.149394536750209,2.660259537265861
VT,2003,13.0,10.992476756792293,2.5649493574615367
VT,2004,14.5,13.22776380050319,2.6741486494265287
VT,2005,12.5,12.66795629215245,2.525728644308256
VT,2006,12.2,5.515081206496508,2.501435951739211
VT,2007,13.9,0.5189436418409299,2.631888840136646
VT,2008,14.1,-0.6868943189027199,2.6461747973841225
VT,2009,13.0,-2.8855261129099863,2.5649493574615367
VT,2010,15.7,0.1837192950622679,2.7536607123542622
VT,2011,17.8,-0.4233642743943888,2.87919845729804
VT,2012,13.0,-0.5320237364436209,2.5649493574615367
VT,2013,16.8,-0.5782989325470389,2.8213788864092133
VT,2014,18.7,0.6000551774875795,2.928523523860541
VT,2015,14.8,1.4580524258975602,2.694627180770069
VT,2016,17.3,2.3313436197770043,2.8507065015037334
VT,2017,18.3,2.802113141096174,2.9069010598473755
VT,2018,18.9,2.002012718669044,2.9391619220655967
VT,2019,19.5,4.7588059952138995,2.970414465569701
VT,2020,18.2,7.247770764452466,2.9014215940827497
VT,2021,19.0,17.50495123500615,2.9444389791664403
VT,2022,19.5,12.795153519581493,2.970414465569701
WA,1999,14.0,,2.6390573296152584
WA,2000,12.4,5.506250236036103,2.517696472610991
WA,2001,11.9,5.569674625049226,2.476538400117484
WA,2002,13.4,4.577357339029597,2.5952547069568657
WA,2003,13.1,5.557176668936226,2.5726122302071057
WA,2004,13.3,11.41075651933534,2.5877640352277083
WA,2005,12.8,18.27304808116452,2.5494451709255714
WA,2006,12.3,12.7016317016317,2.509599262378372
WA,2007,13.1,3.807731287100036,2.5726122302071057
WA,2008,13.2,-6.136680613668055,2.580216829592325
WA,2009,13.3,-9.390787518573552,2.5877640352277083
WA,2010,13.9,-4.622124349903956,2.631888840136646
WA,2011,14.3,-5.4405226831724445,2.660259537265861
WA,2012,14.5,0.511714894280213,2.6741486494265287
WA,2013,14.1,5.726838092776854,2.6461747973841225
WA,2014,15.2,7.061670455378755,2.7212954278522306
WA,2015,15.4,9.050228310502284,2.734367509419584
WA,2016,14.9,10.365547274097642,2.7013612129514133
WA,2017,16.9,10.51693066489614,2.827313621929028
WA,2018,16.2,7.413446849413807,2.785011242238338
WA,2019,16.4,5.981335293553647,2.797281334830153
WA,2020,15.5,8.440765368435343,2.740840023925201
WA,2021,16.0,21.207191423684968,2.772588722239781
WA,2022,16.5,6.873845659680389,2.803360380906535
WI,1999,11.1,,2.4069451083182885
WI,2000,10.9,6.387406134081242,2.388762789235098
WI,2001,11.7,5.008929330725409,2.4595888418037104
WI,2002,11.3,4.883381924198238,2.424802725718295
WI,2003,11.6,6.860474094664526,2.451005098112319
WI,2004,11.9,7.857942844755961,2.476538400117484
WI,2005,11.6,6.7394653982715935,2.451005098112319
WI,2006,12.0,2.3504675830038124,2.4849066497880004
WI,2007,12.7,0.2115590985742654,2.5416019934645457
WI,2008,12.8,-2.8240117488679384,2.5494451709255714
WI,2009,12.5,-3.491703661723511,2.525728644308256
WI,2010,13.4,-1.494192874853184,2.5952547069568657
WI,2011,12.8,-2.5998542756839216,2.5494451709255714
WI,2012,12.4,-0.8364786289911219,2.517696472610991
WI,2013,14.4,-0.809244590748559,2.667228206581955
WI,2014,13.1,3.0386835828119185,2.5726122302071057
WI,2015,14.7,3.096691941219887,2.6878474937846906
WI,2016,14.7,4.3899899118096775,2.6878474937846906
WI,2017,15.4,4.757154436062105,2.734367509419584
WI,2018,15.5,5.570765385073195,2.740840023925201
WI,2019,15.3,4.899086706505806,2.72785282839839
WI,2020,15.0,5.605417316063854,2.70805020110221
WI,2021,15.5,14.712468193384233,2.740840023925201
WI,2022,16.0,12.009227629652642,2.772588722239781
WV,1999,12.1,,2.4932054526026954
WV,2000,13.2,3.210261979095952,2.580216829592325
WV,2001,15.0,5.517196028144933,2.70805020110221
WV,2002,14.9,4.044621712576335,2.7013612129514133
WV,2003,14.0,3.7017070979335154,2.6390573296152584
WV,2004,15.4,7.479928377519784,2.734367509419584
WV,2005,13.2,10.699699054170251,2.580216829592325
WV,2006,14.0,3.577843584640039,2.6390573296152584
WV,2007,15.7,1.1764154480689903,2.7536607123542622
WV,2008,13.7,-2.6451104831611616,2.617395832834079
WV,2009,13.1,-2.1126760563380254,2.5726122302071057
WV,2010,14.1,1.1958001166634258,2.6461747973841225
WV,2011,15.9,-1.5035065808434944,2.766319109226186
WV,2012,17.1,0.1853206534991436,2.8390784635086144
WV,2013,16.4,2.239205568806879,2.797281334830153
WV,2014,18.1,1.314097986001994,2.89591193827178
WV,2015,17.4,2.218149349123544,2.856470206220483
WV,2016,19.3,2.0091030297457517,2.96010509591084
WV,2017,21.1,1.9515053181900168,3.0492730404820207
WV,2018,19.6,0.6012112638698497,2.975529566236472
WV,2019,19.6,3.9592213384892716,2.975529566236472
WV,2020,18.4,4.6115478907769125,2.91235066461494
WV,2021,19.0,12.877287971231155,2.9444389791664403
WV,2022,19.5,7.076890034364247,2.970414465569701
WY,1999,20.3,,3.0106208860477417
WY,2000,16.8,5.748591360343425,2.8213788864092133
WY,2001,16.4,5.429749444973053,2.797281334830153
WY,2002,20.8,6.329342398170978,3.0349529867072724
WY,2003,21.8,6.857918859276868,3.0819099697950434
WY,2004,17.5,10.648662960021182,2.862200880929469
WY,2005,17.3,12.06929555895866,2.8507065015037334
WY,2006,21.7,12.400717396874208,3.077312260546414
WY,2007,19.3,7.111921586505576,2.96010509591084
WY,2008,22.6,0.0602965169894442,3.1179499062782403
WY,2009,20.4,-3.310765304313934,3.0155349008501706
WY,2010,22.4,-1.2574696630861193,3.109060958860994
WY,2011,23.2,-1.1620999480210892,3.1441522786722644
WY,2012,29.6,2.043499492881562,3.387774361330014
WY,2013,21.5,1.711761457758154,3.068052935133617
WY,2014,20.6,3.887079261672088,3.025291075795536
WY,2015,28.0,3.2643534002229746,3.332204510175204
WY,2016,25.2,1.4878040551937977,3.226843994517377
WY,2017,26.9,2.011169470115015,3.292126286607793
WY,2018,26.5,3.581321080587885,3.2771447329921766
WY,2019,25.2,5.373434845529479,3.2268439945173775
WY,2020,24.8,5.296471009733095,3.2108436531709366
WY,2021,25.0,15.935125326074617,3.2188758248682006
WY,2022,25.5,10.565447074936408,3.2386784521643803
